1,351584.9
2,351584.9
3,351584.9
4,351584.9
5,345073.8
6,333427.4
7,333427.4
8,333427.4
9,333427.4
10,333427.4
11,333427.4
12,332102.2
13,332102.2
14,322750.2
15,322750.2
16,322750.2
17,322750.2
18,322750.2
19,322750.2
20,322750.2
21,303013.7
22,298762.1
23,298762.1
24,298762.1
25,298762.1
26,298762.1
27,298762.1
28,298762.1
29,298762.1
30,298762.1
31,298762.1
32,298762.1
33,298762.1
34,298762.1
35,298762.1
36,298762.1
37,298762.1
38,298762.1
39,298762.1
40,298762.1
41,298762.1
42,298762.1
43,298762.1
44,298762.1
45,298762.1
46,298762.1
47,298762.1
48,298762.1
49,298762.1
50,298762.1
51,298762.1
52,298762.1
53,298762.1
54,298762.1
55,298762.1
56,298762.1
57,298762.1
58,298762.1
59,298762.1
60,298762.1
61,298762.1
62,298762.1
63,298762.1
64,298762.1
65,298762.1
66,298762.1
67,298762.1
68,298762.1
69,298762.1
70,298762.1
71,298762.1
72,298762.1
73,298762.1
74,298762.1
75,298762.1
76,298762.1
77,298762.1
78,298762.1
79,298762.1
80,298762.1
81,298762.1
82,298762.1
83,298762.1
84,298762.1
85,298762.1
86,298762.1
87,298762.1
88,298762.1
89,298762.1
90,298762.1
91,298762.1
92,298762.1
93,298762.1
94,298762.1
95,298762.1
96,298762.1
97,298762.1
98,298762.1
99,298762.1
100,298762.1
